Date,Stock,Country,ISIN,Description,Currency,Gross_Income
2021-07-26 17:23:00,INTERNATIONAL BUSINESS,United States (USA),US4592001014,Ingreso Cambio de Divisa,USD,"142,52"
2021-07-26 17:23:00,INTERNATIONAL BUSINESS,United States (USA),US4592001014,Retirada Cambio de Divisa,EUR,"-120,79"
2021-07-26 17:23:00,INTERNATIONAL BUSINESS,United States (USA),US4592001014,Costes de transacciÃ³n y/o externos de DEGIRO,EUR,"-0,50"
2021-07-26 17:23:00,INTERNATIONAL BUSINESS,United States (USA),US4592001014,"Compra 1 INTERNATIONAL BUSINESS@142,52 USD (US4592001014)",USD,"-142,52"
2021-07-26 17:22:00,VERIZON COMMUNICATIONS,United States (USA),US92343V1044,Ingreso Cambio de Divisa,USD,"55,61"
,,,,,,
2021-07-26 17:22:00,VERIZON COMMUNICATIONS,United States (USA),US92343V1044,Retirada Cambio de Divisa,EUR,"-47,13"
2021-07-26 17:22:00,VERIZON COMMUNICATIONS,United States (USA),US92343V1044,Costes de transacciÃ³n y/o externos de DEGIRO,EUR,"-0,50"
2021-07-26 17:22:00,VERIZON COMMUNICATIONS,United States (USA),US92343V1044,"Compra 1 VERIZON COMMUNICATIONS@55,61 USD (US92343V1044)",USD,"-55,61"
2021-07-26 17:22:00,NETEASE INC. - AMERIC,China (CHN),US64110W1027,Ingreso Cambio de Divisa,USD,"95,37"
2021-07-26 17:22:00,NETEASE INC. - AMERIC,China (CHN),US64110W1027,Retirada Cambio de Divisa,EUR,"-80,82"
2021-07-26 17:22:00,NETEASE INC. - AMERIC,China (CHN),US64110W1027,Costes de transacciÃ³n y/o externos de DEGIRO,EUR,"-0,50"
2021-07-26 17:22:00,NETEASE INC. - AMERIC,China (CHN),US64110W1027,"Compra 1 NETEASE INC. - AMERIC@95,37 USD (US64110W1027)",USD,"-95,37"
2021-07-26 17:21:00,WALT DISNEY COMPANY (T,United States (USA),US2546871060,Ingreso Cambio de Divisa,USD,"177,44"
2021-07-26 17:21:00,WALT DISNEY COMPANY (T,United States (USA),US2546871060,Retirada Cambio de Divisa,EUR,"-150,37"
2021-07-26 17:21:00,WALT DISNEY COMPANY (T,United States (USA),US2546871060,Costes de transacciÃ³n y/o externos de DEGIRO,EUR,"-0,50"
2021-07-26 17:21:00,WALT DISNEY COMPANY (T,United States (USA),US2546871060,"Compra 1 WALT DISNEY COMPANY (T@177,44 USD (US2546871060)",USD,"-177,44"
2021-07-26 17:21:00,TAIWAN SEMICONDUCTOR M,Taiwan (TWN),US8740391003,Ingreso Cambio de Divisa,USD,"115,33"
2021-07-26 17:21:00,TAIWAN SEMICONDUCTOR M,Taiwan (TWN),US8740391003,Retirada Cambio de Divisa,EUR,"-97,74"
2021-07-26 17:21:00,TAIWAN SEMICONDUCTOR M,Taiwan (TWN),US8740391003,Costes de transacciÃ³n y/o externos de DEGIRO,EUR,"-0,50"
2021-07-26 17:21:00,TAIWAN SEMICONDUCTOR M,Taiwan (TWN),US8740391003,"Compra 1 TAIWAN SEMICONDUCTOR M@115,33 USD (US8740391003)",USD,"-115,33"
2021-07-26 17:19:00,QUALCOMM INCORPORATED,United States (USA),US7475251036,Ingreso Cambio de Divisa,USD,"143,00"
2021-07-26 17:19:00,QUALCOMM INCORPORATED,United States (USA),US7475251036,Retirada Cambio de Divisa,EUR,"-121,17"
2021-07-26 17:19:00,QUALCOMM INCORPORATED,United States (USA),US7475251036,Costes de transacciÃ³n y/o externos de DEGIRO,EUR,"-0,50"
2021-07-26 17:19:00,QUALCOMM INCORPORATED,United States (USA),US7475251036,Compra 1 QUALCOMM INCORPORATED@143 USD (US7475251036),USD,"-143,00"
2021-07-24 13:59:00,,,,ComisiÃ³n por transferencia Trustly/Sofort,EUR,"-1,00"
2021-07-24 13:59:00,,,,Reservation iDEAL / Sofort Deposit,EUR,"1000,00"
2021-07-24 13:09:00,,,,Ingreso Sofort/Trustly,EUR,"0,10"
